,student_id,name,class,study,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,coverage,claim_id,amount,risk_tier,holdout
21,6,"Stufflebean, Sarah",3,Business,0.68865897,0,0,0.0,,1,Guest Medical,0,0.0,2,0
22,6,"Stufflebean, Sarah",3,Business,0.68865897,0,0,0.0,,1,Liability,0,0.0,2,1
23,6,"Stufflebean, Sarah",3,Business,0.68865897,0,0,0.0,,1,Personal Property,0,0.0,2,0
24,7,"Griggs, Dallas",3,Science,3.243340597,0,0,0.0,1.0,0,Additional Living Expense,0,0.0,2,1
25,7,"Griggs, Dallas",3,Science,3.243340597,0,0,0.0,1.0,0,Guest Medical,0,0.0,2,0
26,7,"Griggs, Dallas",3,Science,3.243340597,0,0,0.0,1.0,0,Liability,0,0.0,2,0
27,7,"Griggs, Dallas",3,Science,3.243340597,0,0,0.0,1.0,0,Personal Property,0,0.0,2,0
28,8,"el-Sala, Khaleel",4,Humanities,2.802010113,0,1,1.111581827,0.0,1,Additional Living Expense,0,0.0,3,0
29,8,"el-Sala, Khaleel",4,Humanities,2.802010113,0,1,1.111581827,0.0,1,Guest Medical,0,0.0,3,0
30,8,"el-Sala, Khaleel",4,Humanities,2.802010113,0,1,1.111581827,0.0,1,Liability,0,0.0,3,0
31,8,"el-Sala, Khaleel",4,Humanities,2.802010113,0,1,1.111581827,0.0,1,Personal Property,0,0.0,3,0
32,9,"Palacio, Angel",3,Humanities,3.317148102,0,1,0.467159189,1.0,1,Additional Living Expense,0,0.0,2,0
33,9,"Palacio, Angel",3,Humanities,3.317148102,0,1,0.467159189,1.0,1,Guest Medical,0,0.0,2,0
34,9,"Palacio, Angel",3,Humanities,3.317148102,0,1,0.467159189,1.0,1,Liability,0,0.0,2,0
35,9,"Palacio, Angel",3,Humanities,3.317148102,0,1,0.467159189,1.0,1,Personal Property,0,0.0,2,0
36,10,"House, Charron",1,Business,1.309349598,1,0,0.0,,1,Additional Living Expense,0,0.0,1,0
37,10,"House, Charron",1,Business,1.309349598,1,0,0.0,,1,Guest Medical,0,0.0,1,0
38,10,"House, Charron",1,Business,1.309349598,1,0,0.0,,1,Liability,0,0.0,1,1
39,10,"House, Charron",1,Business,1.309349598,1,0,0.0,,1,Personal Property,0,0.0,1,1
40,11,"Leigh, Shelley",2,Other,0.981002788,0,1,10.08325517,1.0,1,Personal Property,1,990.5963911,1,0
41,11,"Leigh, Shelley",2,Other,0.981002788,0,1,10.08325517,1.0,1,Additional Living Expense,0,0.0,1,0
42,11,"Leigh, Shelley",2,Other,0.981002788,0,1,10.08325517,1.0,1,Guest Medical,0,0.0,1,0
43,11,"Leigh, Shelley",2,Other,0.981002788,0,1,10.08325517,1.0,1,Liability,0,0.0,1,0
44,12,"Montgomery, Oreoluwa",1,Other,3.290466531,1,1,4.063088041,1.0,1,Additional Living Expense,0,0.0,1,0
45,12,"Montgomery, Oreoluwa",1,Other,3.290466531,1,1,4.063088041,1.0,1,Guest Medical,0,0.0,1,0
46,12,"Montgomery, Oreoluwa",1,Other,3.290466531,1,1,4.063088041,1.0,1,Liability,0,0.0,1,0
47,12,"Montgomery, Oreoluwa",1,Other,3.290466531,1,1,4.063088041,1.0,1,Personal Property,0,0.0,1,0
48,13,"Welch, Ashley",1,Science,3.133928616,0,0,0.0,0.0,0,Additional Living Expense,0,0.0,1,0
49,13,"Welch, Ashley",1,Science,3.133928616,0,0,0.0,0.0,0,Guest Medical,0,0.0,1,0
50,13,"Welch, Ashley",1,Science,3.133928616,0,0,0.0,0.0,0,Liability,0,0.0,1,0
51,13,"Welch, Ashley",1,Science,3.133928616,0,0,0.0,0.0,0,Personal Property,0,0.0,1,1
52,14,"Lewis, Cleveland",1,Humanities,1.705161832,0,0,0.0,0.0,0,Additional Living Expense,0,0.0,1,0
53,14,"Lewis, Cleveland",1,Humanities,1.705161832,0,0,0.0,0.0,0,Guest Medical,0,0.0,1,0
54,14,"Lewis, Cleveland",1,Humanities,1.705161832,0,0,0.0,0.0,0,Liability,0,0.0,1,0
55,14,"Lewis, Cleveland",1,Humanities,1.705161832,0,0,0.0,0.0,0,Personal Property,0,0.0,1,1
56,15,"Crespin, Kayla",1,Business,3.135660929,0,0,0.0,,0,Additional Living Expense,0,0.0,1,0
57,15,"Crespin, Kayla",1,Business,3.135660929,0,0,0.0,,0,Guest Medical,0,0.0,1,1
58,15,"Crespin, Kayla",1,Business,3.135660929,0,0,0.0,,0,Liability,0,0.0,1,0
59,15,"Crespin, Kayla",1,Business,3.135660929,0,0,0.0,,0,Personal Property,0,0.0,1,0
60,16,"Fenton, Danielle",2,Business,0.746323955,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,1
61,16,"Fenton, Danielle",2,Business,0.746323955,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,1
62,16,"Fenton, Danielle",2,Business,0.746323955,0,0,0.0,0.0,1,Liability,0,0.0,1,0
63,16,"Fenton, Danielle",2,Business,0.746323955,0,0,0.0,0.0,1,Personal Property,0,0.0,1,0
64,17,"Atene, Vanessa",5,Other,2.258347896,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,3,0
65,17,"Atene, Vanessa",5,Other,2.258347896,0,0,0.0,0.0,1,Guest Medical,0,0.0,3,0
66,17,"Atene, Vanessa",5,Other,2.258347896,0,0,0.0,0.0,1,Liability,0,0.0,3,0
67,17,"Atene, Vanessa",5,Other,2.258347896,0,0,0.0,0.0,1,Personal Property,0,0.0,3,0
68,18,"Caballero, Nicholas",1,Humanities,3.156558097,0,1,2.937173434,1.0,1,Additional Living Expense,0,0.0,1,0
69,18,"Caballero, Nicholas",1,Humanities,3.156558097,0,1,2.937173434,1.0,1,Guest Medical,0,0.0,1,0
70,18,"Caballero, Nicholas",1,Humanities,3.156558097,0,1,2.937173434,1.0,1,Liability,0,0.0,1,0
71,18,"Caballero, Nicholas",1,Humanities,3.156558097,0,1,2.937173434,1.0,1,Personal Property,0,0.0,1,0
72,19,"al-Saladin, Najma",5,Business,0.510841552,0,1,2.998438693,1.0,1,Additional Living Expense,0,0.0,3,0
73,19,"al-Saladin, Najma",5,Business,0.510841552,0,1,2.998438693,1.0,1,Guest Medical,0,0.0,3,0
74,19,"al-Saladin, Najma",5,Business,0.510841552,0,1,2.998438693,1.0,1,Liability,0,0.0,3,0
75,19,"al-Saladin, Najma",5,Business,0.510841552,0,1,2.998438693,1.0,1,Personal Property,0,0.0,3,0
76,20,"al-Aboud, Madeeha",4,Humanities,1.636846942,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,3,0
77,20,"al-Aboud, Madeeha",4,Humanities,1.636846942,0,0,0.0,0.0,1,Guest Medical,0,0.0,3,0
78,20,"al-Aboud, Madeeha",4,Humanities,1.636846942,0,0,0.0,0.0,1,Liability,0,0.0,3,0
79,20,"al-Aboud, Madeeha",4,Humanities,1.636846942,0,0,0.0,0.0,1,Personal Property,0,0.0,3,0
80,21,"Rodriguez-Roldan, Larissa",1,Other,1.421470758,0,0,0.0,,1,Additional Living Expense,0,0.0,1,0
81,21,"Rodriguez-Roldan, Larissa",1,Other,1.421470758,0,0,0.0,,1,Guest Medical,0,0.0,1,0
82,21,"Rodriguez-Roldan, Larissa",1,Other,1.421470758,0,0,0.0,,1,Liability,0,0.0,1,0
83,21,"Rodriguez-Roldan, Larissa",1,Other,1.421470758,0,0,0.0,,1,Personal Property,0,0.0,1,0
84,22,"Stark, Najee",4,Science,1.874570856,1,0,0.0,0.0,1,Personal Property,2,1172.942616,3,0
85,22,"Stark, Najee",4,Science,1.874570856,1,0,0.0,0.0,1,Additional Living Expense,0,0.0,3,1
86,22,"Stark, Najee",4,Science,1.874570856,1,0,0.0,0.0,1,Guest Medical,0,0.0,3,0
87,22,"Stark, Najee",4,Science,1.874570856,1,0,0.0,0.0,1,Liability,0,0.0,3,0
88,23,"Phillips, Anita",4,Other,2.910647627,0,0,0.0,0.0,0,Additional Living Expense,0,0.0,3,0
89,23,"Phillips, Anita",4,Other,2.910647627,0,0,0.0,0.0,0,Guest Medical,0,0.0,3,0
90,23,"Phillips, Anita",4,Other,2.910647627,0,0,0.0,0.0,0,Liability,0,0.0,3,0
91,23,"Phillips, Anita",4,Other,2.910647627,0,0,0.0,0.0,0,Personal Property,0,0.0,3,0
92,24,"Barron, Carissa",4,Humanities,3.038685592,0,1,1.818203159,,0,Additional Living Expense,0,0.0,3,0
93,24,"Barron, Carissa",4,Humanities,3.038685592,0,1,1.818203159,,0,Guest Medical,0,0.0,3,1
94,24,"Barron, Carissa",4,Humanities,3.038685592,0,1,1.818203159,,0,Liability,0,0.0,3,0
95,24,"Barron, Carissa",4,Humanities,3.038685592,0,1,1.818203159,,0,Personal Property,0,0.0,3,0
96,25,"Randolph, Brea",2,Other,1.452960227,0,1,2.633547695,1.0,1,Additional Living Expense,0,0.0,1,0
97,25,"Randolph, Brea",2,Other,1.452960227,0,1,2.633547695,1.0,1,Guest Medical,0,0.0,1,1
98,25,"Randolph, Brea",2,Other,1.452960227,0,1,2.633547695,1.0,1,Liability,0,0.0,1,0
99,25,"Randolph, Brea",2,Other,1.452960227,0,1,2.633547695,1.0,1,Personal Property,0,0.0,1,0
100,26,"el-Baig, Nazeeha",4,Other,1.49603808,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,3,0
101,26,"el-Baig, Nazeeha",4,Other,1.49603808,0,0,0.0,1.0,1,Guest Medical,0,0.0,3,0
102,26,"el-Baig, Nazeeha",4,Other,1.49603808,0,0,0.0,1.0,1,Liability,0,0.0,3,0
103,26,"el-Baig, Nazeeha",4,Other,1.49603808,0,0,0.0,1.0,1,Personal Property,0,0.0,3,0
104,27,"Roy, Dylan",2,Business,2.582974996,1,0,0.0,0.0,1,Personal Property,3,2106.469682,1,0
105,27,"Roy, Dylan",2,Business,2.582974996,1,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,1
106,27,"Roy, Dylan",2,Business,2.582974996,1,0,0.0,0.0,1,Guest Medical,0,0.0,1,1
107,27,"Roy, Dylan",2,Business,2.582974996,1,0,0.0,0.0,1,Liability,0,0.0,1,0
108,28,"el-Agha, Kawkab",3,Business,3.438296372,0,1,1.9531909,0.0,0,Additional Living Expense,0,0.0,2,0
109,28,"el-Agha, Kawkab",3,Business,3.438296372,0,1,1.9531909,0.0,0,Guest Medical,0,0.0,2,0
110,28,"el-Agha, Kawkab",3,Business,3.438296372,0,1,1.9531909,0.0,0,Liability,0,0.0,2,0
111,28,"el-Agha, Kawkab",3,Business,3.438296372,0,1,1.9531909,0.0,0,Personal Property,0,0.0,2,0
112,29,"Mora, Yesica",4,Business,2.448340307,0,1,0.568290299,1.0,1,Liability,4,6943.265254,3,0
113,29,"Mora, Yesica",4,Business,2.448340307,0,1,0.568290299,1.0,1,Additional Living Expense,0,0.0,3,0
114,29,"Mora, Yesica",4,Business,2.448340307,0,1,0.568290299,1.0,1,Guest Medical,0,0.0,3,0
115,29,"Mora, Yesica",4,Business,2.448340307,0,1,0.568290299,1.0,1,Personal Property,0,0.0,3,0
116,30,"North, Julianna",1,Humanities,3.14720785,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,1,1
117,30,"North, Julianna",1,Humanities,3.14720785,0,0,0.0,1.0,1,Guest Medical,0,0.0,1,0
118,30,"North, Julianna",1,Humanities,3.14720785,0,0,0.0,1.0,1,Liability,0,0.0,1,0
119,30,"North, Julianna",1,Humanities,3.14720785,0,0,0.0,1.0,1,Personal Property,0,0.0,1,1
120,31,"Williams, Shaquelle",4,Science,1.660513878,0,1,0.462272871,1.0,0,Additional Living Expense,0,0.0,3,0
121,31,"Williams, Shaquelle",4,Science,1.660513878,0,1,0.462272871,1.0,0,Guest Medical,0,0.0,3,1
122,31,"Williams, Shaquelle",4,Science,1.660513878,0,1,0.462272871,1.0,0,Liability,0,0.0,3,1
123,31,"Williams, Shaquelle",4,Science,1.660513878,0,1,0.462272871,1.0,0,Personal Property,0,0.0,3,1
124,32,"Thomas, Kenna",4,Other,3.216865653,0,0,0.0,1.0,0,Additional Living Expense,0,0.0,3,0
125,32,"Thomas, Kenna",4,Other,3.216865653,0,0,0.0,1.0,0,Guest Medical,0,0.0,3,0
126,32,"Thomas, Kenna",4,Other,3.216865653,0,0,0.0,1.0,0,Liability,0,0.0,3,0
127,32,"Thomas, Kenna",4,Other,3.216865653,0,0,0.0,1.0,0,Personal Property,0,0.0,3,0
128,33,"Ignacio, Austin",4,Business,2.843812384,0,0,0.0,,1,Guest Medical,5,7197.105825,3,0
129,33,"Ignacio, Austin",4,Business,2.843812384,0,0,0.0,,1,Additional Living Expense,0,0.0,3,0
130,33,"Ignacio, Austin",4,Business,2.843812384,0,0,0.0,,1,Liability,0,0.0,3,1
131,33,"Ignacio, Austin",4,Business,2.843812384,0,0,0.0,,1,Personal Property,0,0.0,3,0
132,34,"el-Nour, Fayyaad",5,Science,1.554692435,1,1,5.377643157,1.0,0,Additional Living Expense,0,0.0,3,0
133,34,"el-Nour, Fayyaad",5,Science,1.554692435,1,1,5.377643157,1.0,0,Guest Medical,0,0.0,3,0
134,34,"el-Nour, Fayyaad",5,Science,1.554692435,1,1,5.377643157,1.0,0,Liability,0,0.0,3,0
135,34,"el-Nour, Fayyaad",5,Science,1.554692435,1,1,5.377643157,1.0,0,Personal Property,0,0.0,3,0
136,35,"Trujillo, James",3,Other,3.551045963,0,1,1.765695877,0.0,0,Additional Living Expense,0,0.0,2,0
137,35,"Trujillo, James",3,Other,3.551045963,0,1,1.765695877,0.0,0,Guest Medical,0,0.0,2,0
138,35,"Trujillo, James",3,Other,3.551045963,0,1,1.765695877,0.0,0,Liability,0,0.0,2,0
139,35,"Trujillo, James",3,Other,3.551045963,0,1,1.765695877,0.0,0,Personal Property,0,0.0,2,0
140,36,"Lopez, Avigail",5,Humanities,2.194944847,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,3,0
141,36,"Lopez, Avigail",5,Humanities,2.194944847,0,0,0.0,0.0,1,Guest Medical,0,0.0,3,1
142,36,"Lopez, Avigail",5,Humanities,2.194944847,0,0,0.0,0.0,1,Liability,0,0.0,3,1
143,36,"Lopez, Avigail",5,Humanities,2.194944847,0,0,0.0,0.0,1,Personal Property,0,0.0,3,0
144,37,"Thomas, Austin",1,Humanities,1.849602659,1,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
145,37,"Thomas, Austin",1,Humanities,1.849602659,1,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
146,37,"Thomas, Austin",1,Humanities,1.849602659,1,0,0.0,0.0,1,Liability,0,0.0,1,0
147,37,"Thomas, Austin",1,Humanities,1.849602659,1,0,0.0,0.0,1,Personal Property,0,0.0,1,0
148,38,"Barraza, Minerva",5,Humanities,2.799687538,1,0,0.0,0.0,1,Additional Living Expense,0,0.0,3,1
149,38,"Barraza, Minerva",5,Humanities,2.799687538,1,0,0.0,0.0,1,Guest Medical,0,0.0,3,0
150,38,"Barraza, Minerva",5,Humanities,2.799687538,1,0,0.0,0.0,1,Liability,0,0.0,3,0
151,38,"Barraza, Minerva",5,Humanities,2.799687538,1,0,0.0,0.0,1,Personal Property,0,0.0,3,0
152,39,"Nevarez-Ortiz, Heather",3,Science,2.945831243,0,1,6.438005373,0.0,1,Additional Living Expense,0,0.0,2,0
153,39,"Nevarez-Ortiz, Heather",3,Science,2.945831243,0,1,6.438005373,0.0,1,Guest Medical,0,0.0,2,0
154,39,"Nevarez-Ortiz, Heather",3,Science,2.945831243,0,1,6.438005373,0.0,1,Liability,0,0.0,2,1
155,39,"Nevarez-Ortiz, Heather",3,Science,2.945831243,0,1,6.438005373,0.0,1,Personal Property,0,0.0,2,1
156,40,"Pfeifer, Brock",5,Humanities,1.561152793,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,3,0
157,40,"Pfeifer, Brock",5,Humanities,1.561152793,0,0,0.0,1.0,1,Guest Medical,0,0.0,3,0
158,40,"Pfeifer, Brock",5,Humanities,1.561152793,0,0,0.0,1.0,1,Liability,0,0.0,3,0
159,40,"Pfeifer, Brock",5,Humanities,1.561152793,0,0,0.0,1.0,1,Personal Property,0,0.0,3,1
160,41,"Garcia, Myranda",4,Science,1.101022682,0,1,0.398291316,0.0,1,Guest Medical,6,2295.648231,3,0
161,41,"Garcia, Myranda",4,Science,1.101022682,0,1,0.398291316,0.0,1,Additional Living Expense,0,0.0,3,0
162,41,"Garcia, Myranda",4,Science,1.101022682,0,1,0.398291316,0.0,1,Liability,0,0.0,3,1
163,41,"Garcia, Myranda",4,Science,1.101022682,0,1,0.398291316,0.0,1,Personal Property,0,0.0,3,1
164,42,"Luong, Zachary",3,Humanities,2.764617887,0,0,0.0,,1,Additional Living Expense,0,0.0,2,0
165,42,"Luong, Zachary",3,Humanities,2.764617887,0,0,0.0,,1,Guest Medical,0,0.0,2,1
166,42,"Luong, Zachary",3,Humanities,2.764617887,0,0,0.0,,1,Liability,0,0.0,2,0
167,42,"Luong, Zachary",3,Humanities,2.764617887,0,0,0.0,,1,Personal Property,0,0.0,2,0
168,43,"el-Salame, Sadeeda",2,Business,3.495946182,1,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
169,43,"el-Salame, Sadeeda",2,Business,3.495946182,1,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
170,43,"el-Salame, Sadeeda",2,Business,3.495946182,1,0,0.0,0.0,1,Liability,0,0.0,1,0
171,43,"el-Salame, Sadeeda",2,Business,3.495946182,1,0,0.0,0.0,1,Personal Property,0,0.0,1,0
172,44,"el-Sinai, Mahdeeya",1,Science,2.015232006,0,0,0.0,0.0,0,Additional Living Expense,0,0.0,1,0
173,44,"el-Sinai, Mahdeeya",1,Science,2.015232006,0,0,0.0,0.0,0,Guest Medical,0,0.0,1,0
174,44,"el-Sinai, Mahdeeya",1,Science,2.015232006,0,0,0.0,0.0,0,Liability,0,0.0,1,0
175,44,"el-Sinai, Mahdeeya",1,Science,2.015232006,0,0,0.0,0.0,0,Personal Property,0,0.0,1,0
176,45,"Steinbach, Emily",1,Humanities,1.130697482,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
177,45,"Steinbach, Emily",1,Humanities,1.130697482,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
178,45,"Steinbach, Emily",1,Humanities,1.130697482,0,0,0.0,0.0,1,Liability,0,0.0,1,1
179,45,"Steinbach, Emily",1,Humanities,1.130697482,0,0,0.0,0.0,1,Personal Property,0,0.0,1,0
180,46,"Johnson, Nathaniel",3,Science,3.207398167,1,1,9.145700107,1.0,1,Personal Property,7,1433.555349,2,1
181,46,"Johnson, Nathaniel",3,Science,3.207398167,1,1,9.145700107,1.0,1,Additional Living Expense,0,0.0,2,0
182,46,"Johnson, Nathaniel",3,Science,3.207398167,1,1,9.145700107,1.0,1,Guest Medical,0,0.0,2,0
183,46,"Johnson, Nathaniel",3,Science,3.207398167,1,1,9.145700107,1.0,1,Liability,0,0.0,2,0
184,47,"Siffrain, Terrance",4,Science,3.241160085,1,0,0.0,1.0,0,Personal Property,8,500.6062374,3,0
185,47,"Siffrain, Terrance",4,Science,3.241160085,1,0,0.0,1.0,0,Additional Living Expense,0,0.0,3,0
186,47,"Siffrain, Terrance",4,Science,3.241160085,1,0,0.0,1.0,0,Guest Medical,0,0.0,3,0
187,47,"Siffrain, Terrance",4,Science,3.241160085,1,0,0.0,1.0,0,Liability,0,0.0,3,0
188,48,"Alcon, Isiah",2,Humanities,1.03782377,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,1,0
189,48,"Alcon, Isiah",2,Humanities,1.03782377,0,0,0.0,1.0,1,Guest Medical,0,0.0,1,0
190,48,"Alcon, Isiah",2,Humanities,1.03782377,0,0,0.0,1.0,1,Liability,0,0.0,1,0
191,48,"Alcon, Isiah",2,Humanities,1.03782377,0,0,0.0,1.0,1,Personal Property,0,0.0,1,0
192,49,"Diaz, Rance",1,Other,1.423424198,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,1,1
193,49,"Diaz, Rance",1,Other,1.423424198,0,0,0.0,1.0,1,Guest Medical,0,0.0,1,0
194,49,"Diaz, Rance",1,Other,1.423424198,0,0,0.0,1.0,1,Liability,0,0.0,1,0
195,49,"Diaz, Rance",1,Other,1.423424198,0,0,0.0,1.0,1,Personal Property,0,0.0,1,0
196,50,"Bruno, Shirelle",5,Science,2.788286594,1,1,11.36078903,0.0,1,Personal Property,9,5519.35045,3,0
197,50,"Bruno, Shirelle",5,Science,2.788286594,1,1,11.36078903,0.0,1,Additional Living Expense,0,0.0,3,0
198,50,"Bruno, Shirelle",5,Science,2.788286594,1,1,11.36078903,0.0,1,Guest Medical,0,0.0,3,1
199,50,"Bruno, Shirelle",5,Science,2.788286594,1,1,11.36078903,0.0,1,Liability,0,0.0,3,0
200,51,"Hobby, Shayla",1,Business,2.763924124,1,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
201,51,"Hobby, Shayla",1,Business,2.763924124,1,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
202,51,"Hobby, Shayla",1,Business,2.763924124,1,0,0.0,0.0,1,Liability,0,0.0,1,0
203,51,"Hobby, Shayla",1,Business,2.763924124,1,0,0.0,0.0,1,Personal Property,0,0.0,1,1
204,52,"Sozi, Tyesha",2,Other,3.199677315,1,0,0.0,1.0,0,Additional Living Expense,0,0.0,1,0
205,52,"Sozi, Tyesha",2,Other,3.199677315,1,0,0.0,1.0,0,Guest Medical,0,0.0,1,0
206,52,"Sozi, Tyesha",2,Other,3.199677315,1,0,0.0,1.0,0,Liability,0,0.0,1,0
207,52,"Sozi, Tyesha",2,Other,3.199677315,1,0,0.0,1.0,0,Personal Property,0,0.0,1,0
208,53,"Smith, Desiree",2,Humanities,2.503780988,0,1,4.964591507,0.0,1,Additional Living Expense,0,0.0,1,0
209,53,"Smith, Desiree",2,Humanities,2.503780988,0,1,4.964591507,0.0,1,Guest Medical,0,0.0,1,0
210,53,"Smith, Desiree",2,Humanities,2.503780988,0,1,4.964591507,0.0,1,Liability,0,0.0,1,0
211,53,"Smith, Desiree",2,Humanities,2.503780988,0,1,4.964591507,0.0,1,Personal Property,0,0.0,1,0
212,54,"al-Dada, Jumaima",1,Other,2.750561464,0,1,2.683059949,0.0,0,Additional Living Expense,0,0.0,1,1
213,54,"al-Dada, Jumaima",1,Other,2.750561464,0,1,2.683059949,0.0,0,Guest Medical,0,0.0,1,0
214,54,"al-Dada, Jumaima",1,Other,2.750561464,0,1,2.683059949,0.0,0,Liability,0,0.0,1,0
215,54,"al-Dada, Jumaima",1,Other,2.750561464,0,1,2.683059949,0.0,0,Personal Property,0,0.0,1,1
216,55,"Condon, Mac Warren",3,Business,2.731152187,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,2,0
217,55,"Condon, Mac Warren",3,Business,2.731152187,0,0,0.0,1.0,1,Guest Medical,0,0.0,2,0
218,55,"Condon, Mac Warren",3,Business,2.731152187,0,0,0.0,1.0,1,Liability,0,0.0,2,0
219,55,"Condon, Mac Warren",3,Business,2.731152187,0,0,0.0,1.0,1,Personal Property,0,0.0,2,0
220,56,"Law, Shawde",1,Other,2.223029559,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
221,56,"Law, Shawde",1,Other,2.223029559,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,1
222,56,"Law, Shawde",1,Other,2.223029559,0,0,0.0,0.0,1,Liability,0,0.0,1,0
223,56,"Law, Shawde",1,Other,2.223029559,0,0,0.0,0.0,1,Personal Property,0,0.0,1,0
224,57,"Meyer, Adam",1,Other,2.807654953,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,1,1
225,57,"Meyer, Adam",1,Other,2.807654953,0,0,0.0,1.0,1,Guest Medical,0,0.0,1,0
226,57,"Meyer, Adam",1,Other,2.807654953,0,0,0.0,1.0,1,Liability,0,0.0,1,0
227,57,"Meyer, Adam",1,Other,2.807654953,0,0,0.0,1.0,1,Personal Property,0,0.0,1,0
228,58,"al-Sayed, Shaddaad",4,Business,3.693250719,0,1,0.51309078,,0,Additional Living Expense,0,0.0,3,0
229,58,"al-Sayed, Shaddaad",4,Business,3.693250719,0,1,0.51309078,,0,Guest Medical,0,0.0,3,0
230,58,"al-Sayed, Shaddaad",4,Business,3.693250719,0,1,0.51309078,,0,Liability,0,0.0,3,0
231,58,"al-Sayed, Shaddaad",4,Business,3.693250719,0,1,0.51309078,,0,Personal Property,0,0.0,3,0
232,59,"Israel, Deeana",4,Science,2.476879794,0,0,0.0,0.0,1,Guest Medical,10,2552.814107,3,0
233,59,"Israel, Deeana",4,Science,2.476879794,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,3,0
234,59,"Israel, Deeana",4,Science,2.476879794,0,0,0.0,0.0,1,Liability,0,0.0,3,0
235,59,"Israel, Deeana",4,Science,2.476879794,0,0,0.0,0.0,1,Personal Property,0,0.0,3,1
236,60,"Boggs, Amos",1,Science,3.18300462,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
237,60,"Boggs, Amos",1,Science,3.18300462,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
